X, Y
1.0013942106274556, 1.494625697066481
0.9893253075685701, 1.489660375194839
0.9768613298822142, 1.483788558978301
0.9566873895525811, 1.4737813812640421
0.9365021578384352, 1.4625233063355008
0.9258257926092992, 1.4568374099069443
0.91296589412053, 1.4508482656688653
0.8985086563099272, 1.443759848121265
0.8827037290278013, 1.4356985105181121
0.8625322978947266, 1.4259693099625823
0.8423596121633727, 1.4161011208276881
0.8238635715723498, 1.4065665042832691
0.8051463273818704, 1.3990134677703638
0.7923832121889252, 1.3914658463969147
0.7751131443979293, 1.382743861780158
0.7549404586665754, 1.3728756726452636
0.7347665183369425, 1.3628684949310048
0.707148834601486, 1.3493234261056442
0.6936895368491319, 1.341543675754191
0.6742446973480433, 1.3328469617882277
0.6540682478218518, 1.3225618069152392
0.6338968166887773, 1.3128326063597096
0.6137203671625857, 1.302547451486721
0.5935489360295112, 1.2928182509311914
0.5750561573940142, 1.2836450046931207
0.556555851168842, 1.2736378269788617
0.5363831654374882, 1.2637696378439673
0.5162054613130175, 1.2533454943916142
0.4977231544997808, 1.2453323515296177
0.4892189599975524, 1.240697533669426
0.47585507145719297, 1.2330531618043667
0.4573658056968778, 1.224269083588517
0.4388732779810367, 1.2151236350663195
0.4203742263541437, 1.205255445931425
0.3985358523074307, 1.196267517799174
0.4035777460595542, 1.198593019354346
0.37724070302212986, 1.1856562511945152
0.3682657414256001, 1.1802375016457776
0.34809556489080484, 1.1706472896696125
0.32792413375773033, 1.160918089114083
0.30703811929048475, 1.1514867212286208
0.2948543949625937, 1.1437539020857845
0.27412821414365474, 1.1343712704554236
0.25395427381402147, 1.1243640927411647
0.23378033348438865, 1.1143569150269057
0.2222164078622324, 1.108266688185653
0.2135976109668012, 1.1033768172570937
0.2040265848397762, 1.0993461484555171
0.19462629270194975, 1.0941638599963472
0.17326353088860613, 1.0848913362015875
0.15309084515725235, 1.075023147066693
0.13291815942589857, 1.065154957931799
0.11274421909626553, 1.0551477802175397
0.09257613355860217, 1.0457892158736495
0.07240386602667481, 1.03596735626521
0.052232434893599855, 1.0262381557096805
0.0320559853674085, 1.015953000836692
0.011040405114238094, 1.0054115293627965
0.0018078701460584323, 1.0023597372701727
-0.01198861745887414, 1.0114034413388207
-0.02479111726169614, 1.022207486908104
-0.03641998871165675, 1.0317976988842688
-0.04637635519560779, 1.0412628211390054
-0.05967472057570822, 1.0513116954270738
-0.0746237609117597, 1.0639040607175163
-0.08671130480274036, 1.0740502270111403
-0.11644055130589437, 1.0978728695142512
-0.09953130054883719, 1.0857252676777758
-0.10950284767196661, 1.0935086281221995
-0.1211373648141838, 1.1024733914912233
-0.13275808137532974, 1.1129670292332585
-0.1443838163295923, 1.1229047126578353
-0.15767126670466358, 1.1341627875863767
-0.16929449246236783, 1.1443784481696828
-0.1780586055117317, 1.151883831455377
-0.19267250517239365, 1.1635588721220125
-0.21131576282383246, 1.178569638693401
-0.22243927556953547, 1.1899667022013072
-0.23485787047138484, 1.199556914177472
-0.2433459740717876, 1.206256163702851
-0.2739411622300829, 1.232149736038496
-0.32317057493220847, 1.2740547927169559
-0.31136085667055413, 1.2636306492646028
-0.3270909637303674, 1.2771820357526618
-0.33872046247946774, 1.2867027534391444
-0.3528930781053907, 1.297821839788321
-0.3653023889799736, 1.3084405672517847
-0.3769198435855934, 1.3192955753001685
-0.38872196854051855, 1.3296780221787123
-0.3992968123286402, 1.3381285278040864
-0.4134581365700505, 1.3504985113675456
-0.4284142026564657, 1.362312540613546
-0.44003993761072824, 1.3722502240381225
-0.4516669271632703, 1.3820489188833345
-0.46162843750016624, 1.3909441879626758
-0.4749261755811267, 1.4010625565404267
