SWEEP_25_0_X,SWEEP_25_0_Y,SWEEP_25_40_X,SWEEP_25_40_Y,SWEEP_25_50_X,SWEEP_25_50_Y,SWEEP_25_60_X,SWEEP_25_60_Y
1.0000870279940055,1.6528066528066532,1.0053957356282939,2.4740124740124756,0.9961272542667898,3.9501039501039514,1.994186046511628,5.000000000000001
1.3029879611274962,1.7463617463617478,1.3194797659913937,2.4532224532224554,1.0288280230140692,3.7422037422037446,2.215454721268675,4.760914760914763
1.700009669777112,1.8503118503118525,1.79034472755403,2.4636174636174655,1.1872407291011942,3.513513513513515,2.562239520379055,4.532224532224534
1.9925107576270364,1.9334719334719335,2.365730309916358,2.494802494802495,1.2925446018469278,3.40956340956341,2.8979717642508347,4.397089397089398
2.2641468839143264,2.006237006237008,2.8050693806507767,2.525987525987527,1.492099792099793,3.295218295218297,3.3171638543731583,4.303534303534304
2.661364405550453,2.0790020790020804,3.2234782188270574,2.557172557172559,1.7335154474689358,3.180873180873183,3.7572209060581163,4.220374220374222
2.8913358797079733,2.1205821205821227,3.641821786007833,2.5987525987526006,2.006195909684282,3.0873180873180885,4.008514238746798,4.199584199584201
3.2258279746651852,2.1829521829521834,4.206742252091091,2.629937629937631,2.2786805589131176,3.024948024948027,4.4901706715660215,4.15800415800416
3.8113523183290625,2.266112266112268,4.771662718174346,2.661122661122663,2.46718319392738,3.0041580041580067,5.013752840497027,4.1060291060291085
4.668904414253252,2.3596673596673607,5.23199729246241,2.681912681912684,2.6345597833969934,3.014553014553016,5.3277063288691195,4.106029106029108
5.254494028912633,2.4324324324324333,5.776118067978533,2.6923076923076943,3.1160856742252103,2.993762993762995,5.6417250882367185,4.095634095634097
6.133172170381474,2.494802494802496,6.278378378378379,2.7027027027027044,3.367379006913892,2.9729729729729746,6.1232509790649345,4.074844074844076
6.8652734129478326,2.5675675675675684,6.780638688778225,2.7130977130977145,3.7651839675095498,2.9521829521829535,6.583716095344004,4.074844074844076
7.513914809263648,2.5987525987526006,7.3666199294106285,2.7234927234927246,4.1211284629889295,2.931392931392933,7.274283227771601,4.095634095634097
8.204351399700238,2.640332640332641,7.868945510805975,2.7234927234927246,4.393221486244743,2.9313929313929323,7.651027413818115,4.095634095634097
8.811328143886284,2.640332640332641,8.873400860610166,2.754677754677756,4.958468307305516,2.910602910602911,8.090562297539043,4.095634095634097
9.460230624184113,2.6299376299376327,9.480573417782722,2.7234927234927246,5.481985205241019,2.8690228690228707,8.718534545278732,4.0852390852390865
10.00441667069574,2.629937629937631,10.003763960740706,2.7338877338877356,6.1728134216506305,2.8482328482328496,9.05348353720447,4.074844074844076
,,,,7.219455591548616,2.8274428274428294,9.430097181259974,4.095634095634097
,,,,7.575334816032491,2.8170478170478193,9.995278731325243,4.0852390852390865
,,,,8.182246289223034,2.8274428274428294,,
,,,,8.663641638060245,2.8274428274428294,,
,,,,9.019455591548615,2.8274428274428294,,
,,,,9.500916211381329,2.8170478170478193,,
,,,,10.00311125078567,2.8378378378378395,,
