SWEEP_25_0_X,SWEEP_25_0_Y,SWEEP_25_40_X,SWEEP_25_40_Y,SWEEP_25_50_X,SWEEP_25_50_Y,SWEEP_25_60_X,SWEEP_25_60_Y
0.700452414563991,1.215870163283551,0.9947097849705853,4.1891830038592435,1.6049274161298555,5.000698616738855,1.7386354328773845,6.9655100143096185
1.262169180883919,1.4452091754876637,1.0167378934537195,4.002098259239796,1.6066835940699478,4.72003536446112,1.771027159327979,6.788832250075901
1.7407818725819424,1.6224771504145536,1.038896089191676,3.7942236440812565,1.7026879881283326,4.3771109066117955,1.87713499684418,6.497894513690493
2.3860580189156493,1.831122653009075,1.0918199206949546,3.6695446464276404,1.808665738389712,4.1069630407654785,2.014528819144989,6.206992912653648
3.031334165249358,2.0397681556035945,1.2079661580415606,3.440988566775694,1.924291626717031,3.9615664432698985,2.172649877380717,5.936905272388266
3.406180590017971,2.1337561972122465,1.4495165090362456,3.1709972874398122,2.102359397358746,3.8370319870105316,2.414330315630225,5.646124122513292
3.9268981898599393,2.2487027409866087,1.6799877621619532,3.0049433156831995,2.562716510963465,3.598478460923216,2.561242188742152,5.500763660366271
4.781137829855506,2.3952195342875964,1.9414197819352155,2.8909001556228766,3.189411861066811,3.4432771388512613,2.8337533063843936,5.2827831927266775
5.448116866535294,2.4687549686104013,2.275852432872568,2.7769413113758645,3.7321575693919145,3.371138938006176,3.189823804040413,5.0441092154774925
6.594619205696858,2.5740292840864463,2.6516094684249327,2.7254002592108737,4.149499164068937,3.3404359368450276,3.472308277885648,4.898905339840907
7.61656299836668,2.5856046407423374,3.777969964298275,2.716306196489544,4.608360274243205,3.340965921957265,3.7442340028811922,4.774479289627225
8.617649467846764,2.5971559071658543,4.2784806772246124,2.727279297336075,5.1507807644312535,3.3208023974599072,3.995042230177352,4.691608890259351
9.389370425867128,2.5980472457637074,5.154553294821081,2.7178961518262543,5.964216368831094,3.321741916522507,4.548867036371433,4.515533381834995
9.994297841996982,2.5883509272330176,5.696843697754309,2.718522497867987,6.798444252793262,3.333100461087028,5.269290253573786,4.381230336347816
,,6.593513464030874,2.7507431836687246,7.236448039777791,3.333606355966891,6.041596604240844,4.288567257519759
,,7.239765264775745,2.8034646572200597,7.8204530890904955,3.3342808824733723,6.751005767201631,4.247806584342301
,,7.8859520218932015,2.86658106604094,8.216677186068138,3.3451335321580338,7.147490038688913,4.2170794929487805
,,8.59471074857988,2.929769745558941,9.050970113657716,3.3460971414530096,7.794067057570835,4.217826290152386
,,9.282612152076819,2.9929343348445716,9.989549657195992,3.347181201909857,8.252928167745106,4.2183562752646235
,,9.699563484989376,3.0246009453006977,,,8.961947068941427,4.239965213704442
,,9.970383468318934,3.0768887946692924,,,9.358236209546478,4.240422928119557
,,,,,,9.97333211276156,4.272318395783238
