TAPER_RATIO_0_X,TAPER_RATIO_0_Y,TAPER_RATIO_0.2_X,TAPER_RATIO_0.2_Y,TAPER_RATIO_0.4_X,TAPER_RATIO_0.4_Y,TAPER_RATIO_0.6_X,TAPER_RATIO_0.6_Y,TAPER_RATIO_1_X,TAPER_RATIO_1_Y
2.974736711427446,0.00028329643500030546,3.0039105336119647,-0.000327760650514158,2.9861579524528743,-0.0007389046367755545,3.011359169063331,-0.0009944135234114613,2.992116860813968,-0.0012722269350933981
3.9356106846537386,0.0002850758312470201,3.5390949907926554,-0.0002267695681860485,3.6326995096314967,-0.0006043740042622689,3.3229604187788357,-0.0008827253729490302,3.2364321036187924,-0.001138441166125246
4.471788293227945,0.0002971798638554887,4.164035505162314,-0.00015894560427054914,3.9447973350437575,-0.000537129378659653,3.723821149986547,-0.0007597608160393888,3.5923527342699266,-0.0009933376094018228
5.052409426661972,0.0003315884215099943,4.654900581407372,-0.00009136992820343338,4.702820136144499,-0.0003801700771761396,4.169249549978272,-0.0006256026152986673,3.8593863152014194,-0.0008928431027704683
6.079203823632859,0.0004334898926154924,5.190209182512252,-0.0000014897270902806958,5.461339512941997,-0.0002676543005524414,4.748753388094594,-0.0004911961267095605,4.348761664356207,-0.0006919368521238894
6.525749518942286,0.00046765016242161957,5.636506589973305,0.00005489230514575498,6.577020959632527,-0.00012114377935487121,5.551219714055156,-0.00031193230018001193,4.793941776499551,-0.0005355568889532595
7.039457077238202,0.0004908236949369791,6.038360472574533,0.00008896981233575893,7.648010593614856,0.000025283979226567097,6.399122716269055,-0.00019925099832406208,5.5964081024601136,-0.0003562930624237074
8.223790114005496,0.0004930169042643238,7.020338912913029,0.00020189940204008196,8.317891208541091,0.00007096894332828639,7.113198568206734,-0.00010903974674640778,6.176656804121572,-0.00028855186112433477
9.25108108667314,0.0005504748505100014,7.8240466781154865,0.0002700544164200864,9.076658873186972,0.00016126295752206914,7.8720903767768,-0.000029856613767576673,6.7124619809232104,-0.0002431151848710008
9.965156938610818,0.0006406861020876575,9.029360038070795,0.0003945087004199998,9.87999420661686,0.0002627506155469337,8.541970991703037,0.000015828350334137417,7.427282696406026,-0.0002195692205830737
10.455897870931706,0.0007193726593697405,10.011090190560912,0.000529660052554233,10.41542695164593,0.0003415199354451365,9.61420206492726,0.00005114729676603327,8.098156462725777,-0.00026277130620099357
10.968363989985715,0.0008536550040346442,10.546398791665803,0.0006195402536673892,10.950735552750814,0.00043140013655828917,10.105687860793267,0.00006316856675838041,8.81359789782954,-0.00029477974798784723
,,10.970350292772734,0.0006758809045953624,,,10.977054064678958,0.00007589331898779153,9.372866276302986,-0.0003492996213610416
,,,,,,,,9.976950611408816,-0.00041484761333307127
,,,,,,,,10.53646727773065,-0.0004915892491361706
,,,,,,,,10.984254412281969,-0.0005685377914796015
