X,Y
0.00047243160869231415,0.9825853782687332
0.020066538682098428,0.9665595578194324
0.03219100382958151,0.9539889131286086
0.043778779919752264,0.9445373821126183
0.05474323322738192,0.9350703966027991
0.06570689123551565,0.9243184343359983
0.07667168538578645,0.9154021531505999
0.0876360250792024,0.9057515995326405
0.09882867690483216,0.8931373629673832
0.1095634547096836,0.8844312431071788
0.12052745356045844,0.8742299851647986
0.1314922477107292,0.8653137039794003
0.1424565874041452,0.8556631503614409
0.15694428156539356,0.8406806180412801
0.17435081629586882,0.8243056252680923
0.1853148954463373,0.8142341086877799
0.1968152663131559,0.8030047808683154
0.2072439566261909,0.7955498698911401
0.21820751770816074,0.7846413026366897
0.22917104849300693,0.7736837838867354
0.24013510107191263,0.7635693352529475
0.2509324681672832,0.7526977216153068
0.26206247389528703,0.7421571947734156
0.2730259046749933,0.7310380962903341
0.2839881993125626,0.7180833167258499
0.29536736343591086,0.7072731407000278
0.30432165329982164,0.6995196813304196
0.31488819785603106,0.6916873264562128
0.3258526511636607,0.6822203409463936
0.3368160819433671,0.6711012424633123
0.3480098087342496,0.660223842613536
0.35874430687334413,0.6510658627948324
0.36970847614543956,0.6411399570146625
0.3830508404471331,0.6312388835784161
0.39504339638614583,0.6198923426833269
0.4055930490720251,0.6116234468007796
0.4165567859019439,0.6009988380182167
0.4275229434227791,0.5942853741305016
0.43848612354305083,0.5827612816180514
0.4495273086441569,0.573320665474065
0.46050884470906905,0.5619425622017407
0.4713771209984593,0.5505432526307366
0.48234202876294374,0.5418105395534786
0.49330636845635967,0.5321599859355193
0.5039396173953427,0.5246792744422659
0.5152355023000466,0.5135931511321614
0.5261975697091884,0.5002712353513967
0.5371622502452456,0.49117138605785804
0.5483773081047508,0.48377132713083226
0.5590910432462911,0.4720538469300797
0.5700556101681346,0.46277042952840075
0.5810189273336271,0.45146776293717894
0.5919828125701883,0.44108293688665856
0.6026978802540461,0.43151846434449004
0.6139119315160297,0.4224920314219661
0.6248768495598955,0.4137759268878254
0.6358396032727835,0.4015628818741197
0.6475884393734582,0.3933707498629757
0.6599327496180173,0.3794219602842712
0.673989195968291,0.36573230510326427
