BETA_A_K_1.5_X,BETA_A_K_1.5_Y,BETA_A_K_3_X,BETA_A_K_3_Y,BETA_A_K_4.5_X,BETA_A_K_4.5_Y,BETA_A_K_6_X,BETA_A_K_6_Y,BETA_A_K_8_X,BETA_A_K_8_Y,BETA_A_K_10_X,BETA_A_K_10_Y
50.3304671817515,-0.14109501335529095,50.14632655383765,-0.24356927278934798,49.81104754074023,-0.31015204357806037,47.040373814257705,-0.36203197236559365,44.32194619056227,-0.42483694495210184,41.64831736723369,-0.47271138513445676
54.860765473823534,-0.13998401381720338,53.1937080117748,-0.23861058235641025,53.17295508165712,-0.2992504970578195,49.941290275072134,-0.34967196192235867,46.8225459462782,-0.413253180896183,43.82356288367173,-0.46218725523668003
59.393588504025715,-0.1374679975096903,56.8544823187042,-0.23048058964111434,56.10405952437965,-0.28809087468272504,52.78141201544089,-0.33714421340714207,49.32329176122481,-0.4015881348783967,46.81486476821057,-0.44910670385924056
63.92861494205057,-0.13372578474886032,60.86410573105992,-0.21912516066515386,59.377194920303396,-0.2740910268511638,55.065351890158595,-0.3261316731267449,51.71760421478254,-0.3891532544735205,48.9912772210284,-0.4363542264977006
68.25282212218234,-0.1273044890055357,63.2279450257399,-0.2116485931757478,61.97296493758671,-0.2620450122329976,57.13341232703392,-0.3152560400056234,53.895227575495895,-0.3773058542365394,50.896926609496646,-0.42586034181511473
70.20148749154835,-0.12287221095334633,66.50602829045583,-0.1993952563613361,64.4143554314864,-0.24941120237784425,59.746984515895804,-0.30080311690398265,55.96494821895983,-0.36550631614885637,52.85821969620898,-0.4144007390597073
,,69.11523038713608,-0.18737428955877344,66.90073794397699,-0.23640600084349206,62.36199198013108,-0.28555146305705637,57.92716959322706,-0.353530121369135,55.08480155462664,-0.4010222205645661
,,69.98458953400412,-0.18357592432671266,70.17569537886844,-0.2172255216596708,64.16818963843646,-0.27312973893738274,59.781187449373746,-0.34176918442351345,57.54770081470622,-0.3847044966159903
,,,,,,66.39685631849184,-0.26014945875926354,61.52826033110411,-0.3295231257405661,59.29465319757128,-0.3725254955515837
,,,,,,68.17675844663579,-0.2482053530186401,63.16623583540621,-0.31798975759644943,61.04305156681998,-0.35954180306468797
,,,,,,70.19717630992304,-0.23527138352780508,64.698614167415,-0.305221215833551,62.8981717644381,-0.34716741309019356
,,,,,,,,66.11721861841356,-0.29576783885285085,64.10569089363298,-0.3351830176932502
,,,,,,,,68.10517109460612,-0.278295815263426,65.42041384665849,-0.32353969433454516
,,,,,,,,69.59736168342994,-0.265431859534838,66.73717189163136,-0.3107638423071518
,,,,,,,,70.13341902141529,-0.2607523145823715,67.92190602427382,-0.29945929749161543
,,,,,,,,,,69.02574719946641,-0.2889898653151325
,,,,,,,,,,70.03037910281897,-0.27809402928122495
