BETA_A_K_1.5_X,BETA_A_K_1.5_Y,BETA_A_K_3_X,BETA_A_K_3_Y,BETA_A_K_4.5_X,BETA_A_K_4.5_Y,BETA_A_K_6_X,BETA_A_K_6_Y,BETA_A_K_8_X,BETA_A_K_8_Y,BETA_A_K_10_X,BETA_A_K_10_Y
-20.116076748213736,-0.14459671038097732,-20.008706521188152,-0.26484517904123067,-20.016108594342427,-0.3589644327515916,-19.92744438164472,-0.42962279838531525,-20.06671811776942,-0.5071286325387103,-19.910926473696286,-0.5604305826120137
-13.071560068206189,-0.144323177956741,-13.50390999691102,-0.2649259132809833,-13.2444128214618,-0.3605157351434941,-13.159030768333281,-0.4330006225774708,-13.301058764236316,-0.5120392022975118,-12.969445886924248,-0.5674966360733438
-8.543809466429117,-0.1446299680678007,-8.976503677606246,-0.2654242965878738,-8.717786875760886,-0.3614483963609344,-8.633788510282912,-0.4347033059724402,-8.77668213068771,-0.5142236057277129,-8.514251668574559,-0.5699992353799275
-4.0160818168168575,-0.14494953105858255,-4.3515621339010195,-0.26564432751591593,-4.190610078104299,-0.36207450846504535,-4.107201911150256,-0.43565786355511826,-4.250193897975713,-0.5152329042234853,-3.9209680458048695,-0.5720187174904103
0.51225176994663,-0.1449318900247023,0.07012547096495325,-0.26552062995346193,0.3167708251555368,-0.3628079448918524,0.43211866825627254,-0.4349805065699268,0.2680503344452134,-0.5153754434266957,0.5883874391495993,-0.5716532992041599
5.039725415601545,-0.1453928062177413,4.607214821742964,-0.26608495170003815,4.8660234322476015,-0.3620579599542106,4.952201160423201,-0.43410005422448944,4.8065436621900375,-0.5151584519912438,5.137510818598521,-0.5709752294499227
9.569809487468603,-0.14440102022372636,9.137344797939662,-0.2650676199465789,9.39652064308141,-0.36083626212519837,9.484955334130923,-0.4316223565561425,9.342628960085229,-0.5108269837125701,9.694284641445883,-0.5660396879444538
14.097950276047598,-0.1444906713795111,13.666816812078196,-0.2644164440784851,13.927691117416586,-0.3592398931576728,14.0187194030907,-0.4285826521800254,13.879307953977076,-0.5061651236117528,14.215144029615956,-0.5592723475187276
18.68560811456399,-0.14418635697241133,18.089343214240287,-0.26328050127527974,18.460055104322365,-0.35697933444460067,18.554539330242164,-0.4243988627202333,18.418588193215157,-0.5000556704757697,18.76008580284281,-0.5500122507179726
23.156481165357917,-0.14341823147832056,22.943576884492273,-0.26189946378004947,22.994117551424807,-0.353773582632097,23.091710156237312,-0.41946329805394345,22.85304895601122,-0.49227825597975633,23.089475340189082,-0.5407069731847746
27.684530145277648,-0.14355897415299324,27.474747358827457,-0.260303094812524,27.528746151926114,-0.350252766453116,27.6317401661928,-0.41293659751370687,27.291359561919677,-0.48235840379169775,26.992976018756877,-0.5284088455618025
32.21366115582457,-0.14309756678362706,32.005642407184794,-0.258860000401663,32.06612901220578,-0.3451992047074891,32.08588818313879,-0.4051123169923484,31.51674599508634,-0.4709308537344608,30.347639226397277,-0.5175387705099112
36.74251018263229,-0.14279308336513175,36.53942942830939,-0.25580752314582383,36.60635794092303,-0.33856180587632806,36.61233238942556,-0.39523702528467874,35.20341547339319,-0.4592992890566948,33.39319257918258,-0.5066883296848955
41.2720740054301,-0.14209081597814954,41.07271150180796,-0.25303604924386974,41.14909630632725,-0.33052790552888967,40.62146384069263,-0.3841553726545547,38.56514771152571,-0.44849529853593895,36.32442414158719,-0.49545796520672525
45.80090335895369,-0.14179728074227305,45.60750841818462,-0.24942156528026038,45.69463483583942,-0.3209357138553613,44.09147202752729,-0.3730958166810597,41.6059326637922,-0.4362984725996395,39.04048092436018,-0.48397236559355744
