X,Y
4.008682126948624,0.7812298797267574
4.498981033298001,0.8074786982656503
5.005164950158148,0.8298891110524261
5.511547997592766,0.8483009819038646
6.017962488927415,0.8660814592426364
6.458725860314182,0.8792035078182043
7.031180181390274,0.8938371212655047
7.53801826368222,0.9031118921817314
7.92152680742077,0.9116727104066551
8.2902248808418,0.9191774345940553
8.689801277861923,0.926635020495436
9.196825487983515,0.9321723445924122
9.703800728868758,0.9386929709552964
10.210909648706364,0.9425293239546941
10.717918911439417,0.9483667916135095
11.224967521424732,0.9534141664468383
11.732110463110155,0.9565673607421672
12.239227201545544,0.9602467162980518
12.746412068431008,0.962558052576492
13.253612657266485,0.9645536920985989
13.792763497673503,0.9661019246100468
14.268019075587452,0.9684397388907016
14.775282552222999,0.9691725913874754
15.282509344308506,0.9706420696490267
15.821577160453979,0.9738574293322826
16.296936725229493,0.974107187432685
16.80420544251504,0.9747348076773477
17.31144271590056,0.9759938214346768
17.83412680517739,0.9757651194684354
18.326001113071683,0.9768281329155577
18.8332331458072,0.978192378924998
19.352830723422066,0.9782039616561403
19.98610260841545,0.9798996227934099
