BETA_A_K_1.5_X,BETA_A_K_1.5_Y,BETA_A_K_3_X,BETA_A_K_3_Y,BETA_A_K_4.5_X,BETA_A_K_4.5_Y,BETA_A_K_6_X,BETA_A_K_6_Y,BETA_A_K_8_X,BETA_A_K_8_Y,BETA_A_K_10_X,BETA_A_K_10_Y
35.726221360236295,-0.13102027229149982,34.944835489324745,-0.21634806306244786,35.853838752034335,-0.26476329889585287,35.66790072771572,-0.2959552952815109,36.12607356571422,-0.32401033776083094,35.71804784825332,-0.3485094776049254
38.0989019052692,-0.13098397889884156,39.68668159430618,-0.21259177190866774,38.223472976660744,-0.2615344617171928,38.03587119273551,-0.2909828380351114,38.49395810887641,-0.31894783440764674,38.084542019537665,-0.3419898645237711
40.43585148625371,-0.1311774761620531,42.05720628182064,-0.2102961398366851,40.59268540307704,-0.2578635800143171,40.385671094243534,-0.2858055507176467,40.86003048195063,-0.31198617680227686,40.450333193805136,-0.3347335105689242
41.722196334078106,-0.13047176964836482,44.42749663699617,-0.20775492747347157,42.96088015762129,-0.2531261781895244,42.771320024863314,-0.2805222049307274,43.341869262166654,-0.3046257661045184,42.815280771652354,-0.3265930675656459
43.70602485851012,-0.1298176412347788,46.88741911182419,-0.2049585740595976,45.23962942148299,-0.2488395045759082,45.13767359674429,-0.27385524367483455,45.590353015196584,-0.2961531824697274,45.179665951886065,-0.3178632318634135
46.07795554005837,-0.1289954909101816,49.36741770850823,-0.2005964917636871,47.69613215058435,-0.24245925764050658,47.67047759489736,-0.26580773791866547,47.882956819041794,-0.28754814626952213,47.54320753569951,-0.3082493071127498
48.45026115334895,-0.128566269051554,51.42765035901053,-0.19712703731883097,50.06316729481122,-0.23650658420310822,49.96094818095169,-0.2585552648049164,50.53328951988114,-0.2770845843332627,50.12121944942342,-0.29734524223670356
50.7061830268304,-0.12788883564995485,53.74958322319712,-0.19234754137170945,51.64080991564718,-0.2321390477810929,52.32632218786239,-0.24884337083632735,52.895773260564425,-0.26636203998218533,51.838736903165554,-0.2888631667859752
53.19351325236413,-0.12628345964515925,56.18833939345946,-0.18703486172335382,53.3845303371407,-0.22600045521474565,54.595448650018085,-0.23918148115713578,55.30800596281553,-0.25560985830690836,54.19986821149256,-0.27672327332550783
55.52180281643369,-0.12493642737719446,58.63732017894242,-0.18001697191020333,56.03584698583295,-0.21656807062833228,56.976449555299695,-0.22902700481581972,57.014433908494894,-0.2477804605351705,56.56173264528002,-0.2653516953476058
57.93610922083023,-0.12331302542331801,61.00356885920499,-0.17324008423823578,58.14311595415798,-0.2083906385257186,59.43699643568323,-0.21819060358290404,59.264981580585456,-0.23499266517461703,58.92162690203094,-0.2519153718354309
60.28822163536476,-0.12055925175764881,63.25117380416191,-0.16645483719526433,60.999738831685264,-0.19582092667656853,61.12440398871432,-0.2094532816153678,63.313414178699134,-0.2137313195970002,60.916907448724274,-0.240657458164536
62.676783664116854,-0.11832883281338336,65.60430736091884,-0.1572360523829638,63.60234641211299,-0.18409840922710602,63.23327238311998,-0.19918446394744144,65.21795241547838,-0.20067857720664378,62.782040543392725,-0.22863804229450257
65.04608982346873,-0.11475618322700004,68.01861663896986,-0.14847708162303053,66.11339498447215,-0.17257216133049202,64.81103529455663,-0.19135481674363036,68.42112226175966,-0.1787626556201063,64.60403358263615,-0.21661885751335092
67.414319616277,-0.11005550150289589,70.06733971515226,-0.13948196244245592,69.10096224789628,-0.1561608608795378,66.87908971304238,-0.17885933355525718,70.12213981758138,-0.16823843230683272,66.65319482324733,-0.20267194776566322
69.8938008071566,-0.10427044397899343,,,70.2702588341283,-0.1504192513523656,68.68605034644514,-0.16978246944244046,,,68.33313832419257,-0.19072674287243574
,,,,,,70.1614674792687,-0.1616169206338241,,,70.244792265051,-0.17730826861074128
