BETA_A_K_1.5_X,BETA_A_K_1.5_Y,BETA_A_K_3_X,BETA_A_K_3_Y,BETA_A_K_4.5_X,BETA_A_K_4.5_Y,BETA_A_K_6_X,BETA_A_K_6_Y,BETA_A_K_8_X,BETA_A_K_8_Y,BETA_A_K_10_X,BETA_A_K_10_Y
64.93012784606225,-0.130224288868509,63.895038175304045,-0.2054708767428307,62.89832776013754,-0.24593736330434923,59.347198162553546,-0.29076085632932636,56.18607404537074,-0.33779319550791825,53.5797110252576,-0.38150222512443593
70.07161815286653,-0.1223857595478377,67.30521304060824,-0.19264690455428285,64.35301237454621,-0.2386592920685266,60.9906440529468,-0.2808797569403103,58.420004663345075,-0.3234341449998189,55.2806349568691,-0.37000117639475727
,,69.99403607378011,-0.18100873742034268,66.38456880291392,-0.22767011705170892,63.262438199970525,-0.2664390711421075,59.47345610378644,-0.31557496480761943,56.980622277410895,-0.3580304841144111
,,,,68.57490089433628,-0.2148148313299803,66.23297691432055,-0.24644238488095965,62.24271540914355,-0.29536649505100987,58.70508421837017,-0.345352139845911
,,,,69.93169380449595,-0.20704731456270914,67.81464463786119,-0.2358121542834411,65.3926914009308,-0.27212594368674864,60.27093696529224,-0.3331270224932359
,,,,,,68.77162281824178,-0.22862879272208397,66.23407841445899,-0.26542661607337353,61.755293480173485,-0.3210819966078181
,,,,,,70.05666464700468,-0.219311733337212,67.92749518534416,-0.25016126246520204,63.38619146739631,-0.307970179898899
,,,,,,,,70.00722268714517,-0.23492160322898437,64.58591836830118,-0.29810726086850653
,,,,,,,,,,67.35903825495276,-0.2729203651315907
,,,,,,,,,,65.78091157281372,-0.2867087744849531
,,,,,,,,,,69.16596415182076,-0.25528504165444327
,,,,,,,,,,69.86592060449496,-0.24861362480270444
