SWEEP_25_0_X,SWEEP_25_0_Y,SWEEP_25_40_X,SWEEP_25_40_Y,SWEEP_25_50_X,SWEEP_25_50_Y,SWEEP_25_60_X,SWEEP_25_60_Y
1.0153300277487158,-0.9707865168539351,1.0282187751141034,-0.9573033707865122,1.0051100092495728,-1.0435955056179802,1.0119031372727418,-1.1946067415730344
1.1057938710215476,-0.8817977528089886,1.106279094451775,-0.8925842696629211,1.108947823318018,-0.9519101123595499,1.0646711853098614,-1.1676404494382036
1.2513305736250722,-0.8170786516853923,1.2110873553806725,-0.8224719101123585,1.200624725166418,-0.8898876404494369,1.1700859755265434,-1.111011235955056
1.3826441644300882,-0.7361797752808981,1.448179653975041,-0.6930337078651672,1.3857981167265603,-0.8062921348314598,1.3292392606407972,-1.0489887640449451
1.4619175423433237,-0.6984269662921339,1.6337169631078563,-0.6175280898876387,1.6380839739798922,-0.714606741573033,1.4891203809003946,-1.0031460674157326
1.5672110267024522,-0.6391011235955042,1.8467300489772382,-0.5528089887640428,2.026293044625392,-0.6444943820224704,1.622981394714098,-0.978876404494387
1.7134755644513184,-0.590561797752807,2.1421704650563314,-0.5204494382022449,2.60489165870597,-0.6067415730337067,1.8109448209980439,-0.9573033707865175
1.8999833204445853,-0.5366292134831441,2.41134816297442,-0.504269662921347,3.144460113117713,-0.6013483146067404,2.0668698539780754,-0.946516853932585
2.1674627363568817,-0.48269662921348155,2.734506967505194,-0.4880898876404465,3.684513790959681,-0.6067415730337076,2.2965321687971008,-0.9519101123595508
2.6508665787199197,-0.4287640449438168,3.27359019848671,-0.47191011235954816,4.359641541190921,-0.6148314606741585,2.6748851385161263,-0.9626966292134842
3.431409119167842,-0.3802247191011219,4.21777434077848,-0.4611235955056179,5.277684271179245,-0.6229213483146077,2.945033283294668,-0.9680898876404518
4.4287252270694015,-0.3505617977528064,4.865305008415595,-0.4557303370786516,6.303810520250497,-0.633707865168541,3.5665438444858903,-0.984269662921351
5.426526558401189,-0.3316853932584265,5.459097181155135,-0.45573033707865207,7.194741391074924,-0.6391011235955082,3.9445328966322464,-0.9869662921348343
6.1817768275485605,-0.3208988764044931,6.0528893538946775,-0.4557303370786525,7.977710048673979,-0.6444943820224749,4.727622860088857,-0.9950561797752835
7.153436746576901,-0.3208988764044953,6.592700420021533,-0.45573033707865296,,,5.348648197849856,-1.000449438202251
7.949658069114015,-0.3208988764044953,7.429528878375715,-0.45842696629213453,,,5.9966640889171945,-1.0058426966292169
,,7.969461250360128,-0.46112359550562054,,,6.779875358231363,-1.0166292134831503
,,,,,,7.320050341930894,-1.0247191011236012
,,,,,,7.981440203793843,-1.0274157303370846
