X,Y
0.5892337644142975,0.7000056128403875
0.9528343177384244,0.6997151596457751
1.2414103775061618,0.6999145775789285
1.5299984223249734,0.6998742944905954
1.8185984521948602,0.6995943103807756
2.1071385568093746,0.7005128313783888
2.395708624051575,0.7008320998222857
2.6842966688703873,0.7007918167339524
2.972884713689199,0.7007515336456193
3.2614727585080114,0.7007112505572861
3.550060803326823,0.7006709674689529
3.8386488481456347,0.7006306843806198
4.127236892964447,0.7005904012922866
4.415824937783259,0.7005501182039534
4.704412982602071,0.7005098351156203
4.993001027420883,0.700469552027287
5.2815890722396945,0.700429268938954
5.570147154430821,0.7009882384043373
5.85869924409641,0.701667058380464
6.147287288915223,0.7016267752921308
6.435749490697754,0.7041033529294072
6.724049894290781,0.7098158943567527
7.012188499694307,0.7187643995741677
7.300069426499734,0.7328664767535449
7.587560839145244,0.754758837131237
7.837692160467519,0.7824182331351027
8.04374184566196,0.8134215006640191
8.188778750047874,0.8355681375340415
8.395982496736544,0.852083777298426
8.683635707571558,0.870740173886049
8.971576559632355,0.8836437459579931
9.259787075342327,0.8911540450464883
9.548051523782132,0.8975856895382938
9.836543688192348,0.8994630146218535
10.12502986007703,0.9014601902161565
10.41361790489584,0.9014199071278234
10.702205949714653,0.9013796240394902
10.99076403190578,0.9019385935048736
11.279382039352276,0.9012990578628239
11.567970084171089,0.9012587747744907
11.985587433902234,0.9008708942911797
